date,season,year,month,holiday,weekday,weather,temp,atemp,hum,windspeed,casual_users,registered_users,total_rentals
2011-04-06,Summer,2011,Apr,0,Wednesday,Clear,0.390833,0.387608,470833.0,0.263063,413,2395,2808
2011-04-07,Summer,2011,Apr,0,Thursday,Clear,0.4375,0.433696,602917.0000000001,0.162312,571,2570,3141
2011-04-08,Summer,2011,Apr,0,Friday,Misty,0.335833,0.324479,836250.0,0.226992,172,1299,1471
2011-04-09,Summer,2011,Apr,0,Saturday,Misty,0.3425,0.341529,877500.0,0.133083,879,1576,2455
2011-04-10,Summer,2011,Apr,0,Sunday,Misty,0.426667,0.426737,857500.0,0.146767,1188,1707,2895
2011-04-11,Summer,2011,Apr,0,Monday,Misty,0.595652,0.565217,716956.0,0.324474,855,2493,3348
2011-04-12,Summer,2011,Apr,0,Tuesday,Misty,0.5025,0.493054,739167.0000000001,0.274879,257,1777,2034
2011-04-13,Summer,2011,Apr,0,Wednesday,Misty,0.4125,0.417283,819166.9999999999,0.250617,209,1953,2162
2011-04-14,Summer,2011,Apr,0,Thursday,Clear,0.4675,0.462742,540417.0000000001,0.1107,529,2738,3267
2011-04-15,Summer,2011,Apr,1,Friday,Clear,0.446667,0.441913,671250.0,0.226375,642,2484,3126
2011-04-16,Summer,2011,Apr,0,Saturday,Light_rainsnow,0.430833,0.425492,888333.0000000002,0.340808,121,674,795
2011-04-17,Summer,2011,Apr,0,Sunday,Clear,0.456667,0.445696,479583.0,0.303496,1558,2186,3744
2011-04-18,Summer,2011,Apr,0,Monday,Clear,0.5125,0.503146,542500.0,0.163567,669,2760,3429
2011-04-19,Summer,2011,Apr,0,Tuesday,Misty,0.505833,0.489258,665832.9999999999,0.157971,409,2795,3204
2011-04-20,Summer,2011,Apr,0,Wednesday,Clear,0.595,0.564392,614167.0,0.241925,613,3331,3944
2011-04-21,Summer,2011,Apr,0,Thursday,Clear,0.459167,0.453892,407082.99999999994,0.325258,745,3444,4189
2011-04-22,Summer,2011,Apr,0,Friday,Misty,0.336667,0.321954,729582.9999999999,0.219521,177,1506,1683
2011-04-23,Summer,2011,Apr,0,Saturday,Misty,0.46,0.450121,887916.9999999998,0.230725,1462,2574,4036
2011-04-24,Summer,2011,Apr,0,Sunday,Misty,0.581667,0.551763,810833.0000000001,0.192175,1710,2481,4191
2011-04-25,Summer,2011,Apr,0,Monday,Clear,0.606667,0.5745,776667.0000000001,0.185333,773,3300,4073
2011-04-26,Summer,2011,Apr,0,Tuesday,Clear,0.631667,0.594083,729167.0000000001,0.3265,678,3722,4400
2011-04-27,Summer,2011,Apr,0,Wednesday,Misty,0.62,0.575142,835416.9999999998,0.3122,547,3325,3872
2011-04-28,Summer,2011,Apr,0,Thursday,Misty,0.6175,0.578929,700833.0000000001,0.320908,569,3489,4058
2011-04-29,Summer,2011,Apr,0,Friday,Clear,0.51,0.497463,457083.0,0.240063,878,3717,4595
2011-04-30,Summer,2011,Apr,0,Saturday,Clear,0.4725,0.464021,503333.0,0.235075,1965,3347,5312
2011-05-01,Summer,2011,May,0,Sunday,Misty,0.451667,0.448204,762082.9999999999,0.106354,1138,2213,3351
2011-05-02,Summer,2011,May,0,Monday,Misty,0.549167,0.532833,730000.0,0.183454,847,3554,4401
2011-05-03,Summer,2011,May,0,Tuesday,Misty,0.616667,0.582079,697082.9999999999,0.342667,603,3848,4451
2011-05-04,Summer,2011,May,0,Wednesday,Misty,0.414167,0.40465,737083.0000000001,0.328996,255,2378,2633
2011-05-05,Summer,2011,May,0,Thursday,Clear,0.459167,0.441917,444167.0,0.295392,614,3819,4433
2011-05-06,Summer,2011,May,0,Friday,Clear,0.479167,0.474117,590000.0,0.228246,894,3714,4608
2011-05-07,Summer,2011,May,0,Saturday,Clear,0.52,0.512621,541250.0,0.16045,1612,3102,4714
2011-05-08,Summer,2011,May,0,Sunday,Clear,0.528333,0.518933,631667.0,0.0746375,1401,2932,4333
2011-05-09,Summer,2011,May,0,Monday,Clear,0.5325,0.525246,588750.0,0.176,664,3698,4362
2011-05-10,Summer,2011,May,0,Tuesday,Clear,0.5325,0.522721,489167.0,0.115671,694,4109,4803
2011-05-11,Summer,2011,May,0,Wednesday,Clear,0.5425,0.5284,632916.9999999999,0.120642,550,3632,4182
2011-05-12,Summer,2011,May,0,Thursday,Clear,0.535,0.523363,747500.0,0.189667,695,4169,4864
2011-05-13,Summer,2011,May,0,Friday,Misty,0.5125,0.4943,863333.0000000002,0.179725,692,3413,4105
2011-05-14,Summer,2011,May,0,Saturday,Misty,0.520833,0.500629,922500.0,0.13495,902,2507,3409
2011-05-15,Summer,2011,May,0,Sunday,Misty,0.5625,0.536,867083.0000000002,0.152979,1582,2971,4553
2011-05-16,Summer,2011,May,0,Monday,Clear,0.5775,0.550512,787916.9999999999,0.126871,773,3185,3958
2011-05-17,Summer,2011,May,0,Tuesday,Misty,0.561667,0.538529,837917.0,0.277354,678,3445,4123
2011-05-18,Summer,2011,May,0,Wednesday,Misty,0.55,0.527158,870000.0,0.201492,536,3319,3855
2011-05-19,Summer,2011,May,0,Thursday,Misty,0.530833,0.510742,829583.0,0.108213,735,3840,4575
2011-05-20,Summer,2011,May,0,Friday,Clear,0.536667,0.529042,719582.9999999999,0.125013,909,4008,4917
2011-05-21,Summer,2011,May,0,Saturday,Clear,0.6025,0.571975,626667.0,0.12065,2258,3547,5805
2011-05-22,Summer,2011,May,0,Sunday,Clear,0.604167,0.5745,749582.9999999999,0.148008,1576,3084,4660
2011-05-23,Summer,2011,May,0,Monday,Misty,0.631667,0.590296,810000.0,0.233842,836,3438,4274
2011-05-24,Summer,2011,May,0,Tuesday,Misty,0.66,0.604813,740832.9999999999,0.207092,659,3833,4492
2011-05-25,Summer,2011,May,0,Wednesday,Clear,0.660833,0.615542,696250.0,0.154233,740,4238,4978
2011-05-26,Summer,2011,May,0,Thursday,Clear,0.708333,0.654688,677500.0,0.199642,758,3919,4677
2011-05-27,Summer,2011,May,0,Friday,Clear,0.681667,0.637008,653750.0,0.240679,871,3808,4679
2011-05-28,Summer,2011,May,0,Saturday,Clear,0.655833,0.612379,729582.9999999999,0.230092,2001,2757,4758
2011-05-29,Summer,2011,May,0,Sunday,Clear,0.6675,0.61555,818750.0,0.213938,2355,2433,4788
2011-05-30,Summer,2011,May,1,Monday,Clear,0.733333,0.671092,685000.0,0.131225,1549,2549,4098
2011-05-31,Summer,2011,May,0,Tuesday,Clear,0.775,0.725383,636667.0,0.111329,673,3309,3982
2011-06-01,Summer,2011,Jun,0,Wednesday,Misty,0.764167,0.720967,677082.9999999999,0.207092,513,3461,3974
2011-06-02,Summer,2011,Jun,0,Thursday,Clear,0.715,0.643942,305000.0,0.292287,736,4232,4968
2011-06-03,Summer,2011,Jun,0,Friday,Clear,0.62,0.587133,354167.0,0.253121,898,4414,5312
2011-06-04,Summer,2011,Jun,0,Saturday,Clear,0.635,0.594696,456250.0,0.123142,1869,3473,5342
2011-06-05,Summer,2011,Jun,0,Sunday,Misty,0.648333,0.616804,652500.0,0.138692,1685,3221,4906
2011-06-06,Summer,2011,Jun,0,Monday,Clear,0.678333,0.621858,600000.0,0.121896,673,3875,4548
2011-06-07,Summer,2011,Jun,0,Tuesday,Clear,0.7075,0.65595,597917.0000000001,0.187808,763,4070,4833
2011-06-08,Summer,2011,Jun,0,Wednesday,Clear,0.775833,0.727279,622083.0000000001,0.136817,676,3725,4401
2011-06-09,Summer,2011,Jun,0,Thursday,Misty,0.808333,0.757579,568332.9999999999,0.149883,563,3352,3915
2011-06-10,Summer,2011,Jun,0,Friday,Clear,0.755,0.703292,605000.0,0.140554,815,3771,4586
2011-06-11,Summer,2011,Jun,0,Saturday,Clear,0.725,0.678038,654583.0000000001,0.15485,1729,3237,4966
2011-06-12,Summer,2011,Jun,0,Sunday,Clear,0.6925,0.643325,747917.0000000001,0.163567,1467,2993,4460
2011-06-13,Summer,2011,Jun,0,Monday,Clear,0.635,0.601654,494583.0,0.30535,863,4157,5020
2011-06-14,Summer,2011,Jun,0,Tuesday,Clear,0.604167,0.591546,507082.9999999999,0.269283,727,4164,4891
2011-06-15,Summer,2011,Jun,0,Wednesday,Clear,0.626667,0.587754,471667.0,0.167912,769,4411,5180
2011-06-16,Summer,2011,Jun,0,Thursday,Misty,0.628333,0.595346,688332.9999999999,0.206471,545,3222,3767
2011-06-17,Summer,2011,Jun,0,Friday,Clear,0.649167,0.600383,735832.9999999999,0.143029,863,3981,4844
2011-06-18,Summer,2011,Jun,0,Saturday,Clear,0.696667,0.643954,670417.0000000001,0.119408,1807,3312,5119
2011-06-19,Summer,2011,Jun,0,Sunday,Misty,0.699167,0.645846,666667.0000000001,0.102,1639,3105,4744
2011-06-20,Summer,2011,Jun,0,Monday,Misty,0.635,0.595346,746250.0,0.155475,699,3311,4010
2011-06-21,Fall,2011,Jun,0,Tuesday,Misty,0.680833,0.637646,770417.0000000001,0.171025,774,4061,4835
2011-06-22,Fall,2011,Jun,0,Wednesday,Clear,0.733333,0.693829,707500.0,0.172262,661,3846,4507
2011-06-23,Fall,2011,Jun,0,Thursday,Misty,0.728333,0.693833,703332.9999999999,0.238804,746,4044,4790
2011-06-24,Fall,2011,Jun,0,Friday,Clear,0.724167,0.656583,573333.0,0.222025,969,4022,4991
2011-06-25,Fall,2011,Jun,0,Saturday,Clear,0.695,0.643313,483333.0,0.209571,1782,3420,5202
2011-06-26,Fall,2011,Jun,0,Sunday,Clear,0.68,0.637629,513333.0,0.0945333,1920,3385,5305
2011-06-27,Fall,2011,Jun,0,Monday,Misty,0.6825,0.637004,658332.9999999999,0.107588,854,3854,4708
2011-06-28,Fall,2011,Jun,0,Tuesday,Clear,0.744167,0.692558,634167.0000000001,0.144283,732,3916,4648
2011-06-29,Fall,2011,Jun,0,Wednesday,Clear,0.728333,0.654688,497917.0,0.261821,848,4377,5225
2011-06-30,Fall,2011,Jun,0,Thursday,Clear,0.696667,0.637008,434167.0000000001,0.185312,1027,4488,5515
2011-07-01,Fall,2011,Jul,0,Friday,Clear,0.7225,0.652162,396250.0,0.102608,1246,4116,5362
2011-07-02,Fall,2011,Jul,0,Saturday,Clear,0.738333,0.667308,444583.0,0.115062,2204,2915,5119
2011-07-03,Fall,2011,Jul,0,Sunday,Misty,0.716667,0.668575,682500.0,0.228858,2282,2367,4649
2011-07-04,Fall,2011,Jul,1,Monday,Misty,0.726667,0.665417,637917.0,0.0814792,3065,2978,6043
2011-07-05,Fall,2011,Jul,0,Tuesday,Clear,0.746667,0.696338,590417.0,0.126258,1031,3634,4665
2011-07-06,Fall,2011,Jul,0,Wednesday,Clear,0.72,0.685633,743333.0000000001,0.149883,784,3845,4629
2011-07-07,Fall,2011,Jul,0,Thursday,Clear,0.75,0.686871,651250.0,0.1592,754,3838,4592
2011-07-08,Fall,2011,Jul,0,Friday,Misty,0.709167,0.670483,757916.9999999999,0.225129,692,3348,4040
2011-07-09,Fall,2011,Jul,0,Saturday,Clear,0.733333,0.664158,609167.0,0.167912,1988,3348,5336
2011-07-10,Fall,2011,Jul,0,Sunday,Clear,0.7475,0.690025,578333.0,0.183471,1743,3138,4881
2011-07-11,Fall,2011,Jul,0,Monday,Clear,0.7625,0.729804,635833.0,0.282337,723,3363,4086
2011-07-12,Fall,2011,Jul,0,Tuesday,Clear,0.794167,0.739275,559167.0,0.200254,662,3596,4258
2011-07-13,Fall,2011,Jul,0,Wednesday,Clear,0.746667,0.689404,631667.0,0.146133,748,3594,4342
2011-07-14,Fall,2011,Jul,0,Thursday,Clear,0.680833,0.635104,476250.0,0.240667,888,4196,5084
2011-07-15,Fall,2011,Jul,0,Friday,Clear,0.663333,0.624371,591250.0000000001,0.182833,1318,4220,5538
2011-07-16,Fall,2011,Jul,0,Saturday,Clear,0.686667,0.638263,585000.0,0.208342,2418,3505,5923
2011-07-17,Fall,2011,Jul,0,Sunday,Clear,0.719167,0.669833,604167.0,0.245033,2006,3296,5302
2011-07-18,Fall,2011,Jul,0,Monday,Clear,0.746667,0.703925,651250.0,0.215804,841,3617,4458
2011-07-19,Fall,2011,Jul,0,Tuesday,Clear,0.776667,0.747479,650417.0000000001,0.1306,752,3789,4541
2011-07-20,Fall,2011,Jul,0,Wednesday,Clear,0.768333,0.74685,707083.0000000001,0.113817,644,3688,4332
2011-07-21,Fall,2011,Jul,0,Thursday,Misty,0.815,0.826371,691250.0,0.222021,632,3152,3784
2011-07-22,Fall,2011,Jul,0,Friday,Clear,0.848333,0.840896,580417.0,0.1331,562,2825,3387
2011-07-23,Fall,2011,Jul,0,Saturday,Clear,0.849167,0.804287,500000.0,0.131221,987,2298,3285
2011-07-24,Fall,2011,Jul,0,Sunday,Clear,0.83,0.794829,550833.0,0.169171,1050,2556,3606
2011-07-25,Fall,2011,Jul,0,Monday,Clear,0.743333,0.720958,757082.9999999999,0.0908083,568,3272,3840
2011-07-26,Fall,2011,Jul,0,Tuesday,Clear,0.771667,0.696979,540833.0,0.200258,750,3840,4590
2011-07-27,Fall,2011,Jul,0,Wednesday,Clear,0.775,0.690667,402917.00000000006,0.183463,755,3901,4656
2011-07-28,Fall,2011,Jul,0,Thursday,Clear,0.779167,0.7399,583333.0,0.178479,606,3784,4390
2011-07-29,Fall,2011,Jul,0,Friday,Clear,0.838333,0.785967,542500.0,0.174138,670,3176,3846
2011-07-30,Fall,2011,Jul,0,Saturday,Clear,0.804167,0.728537,465833.0,0.168537,1559,2916,4475
2011-07-31,Fall,2011,Jul,0,Sunday,Clear,0.805833,0.729796,480833.0,0.164813,1524,2778,4302
2011-08-01,Fall,2011,Aug,0,Monday,Clear,0.771667,0.703292,550833.0,0.156717,729,3537,4266
2011-08-02,Fall,2011,Aug,0,Tuesday,Clear,0.783333,0.707071,491250.0,0.20585,801,4044,4845
2011-08-03,Fall,2011,Aug,0,Wednesday,Misty,0.731667,0.679937,657500.0,0.135583,467,3107,3574
2011-08-04,Fall,2011,Aug,0,Thursday,Misty,0.71,0.664788,757500.0,0.19715,799,3777,4576
2011-08-05,Fall,2011,Aug,0,Friday,Clear,0.710833,0.656567,630832.9999999999,0.184696,1023,3843,4866
2011-08-06,Fall,2011,Aug,0,Saturday,Misty,0.716667,0.676154,755000.0,0.22825,1521,2773,4294
2011-08-07,Fall,2011,Aug,0,Sunday,Clear,0.7425,0.715292,752916.9999999999,0.201487,1298,2487,3785
2011-08-08,Fall,2011,Aug,0,Monday,Clear,0.765,0.703283,592083.0,0.192175,846,3480,4326
2011-08-09,Fall,2011,Aug,0,Tuesday,Clear,0.775,0.724121,570416.9999999999,0.151121,907,3695,4602
2011-08-10,Fall,2011,Aug,0,Wednesday,Clear,0.766667,0.684983,424167.0,0.200258,884,3896,4780
2011-08-11,Fall,2011,Aug,0,Thursday,Clear,0.7175,0.651521,423750.0,0.164796,812,3980,4792
2011-08-12,Fall,2011,Aug,0,Friday,Clear,0.708333,0.654042,415000.0,0.125621,1051,3854,4905
2011-08-13,Fall,2011,Aug,0,Saturday,Misty,0.685833,0.645858,729582.9999999999,0.211454,1504,2646,4150
2011-08-14,Fall,2011,Aug,0,Sunday,Misty,0.676667,0.624388,817500.0,0.222633,1338,2482,3820
2011-08-15,Fall,2011,Aug,0,Monday,Clear,0.665833,0.616167,712083.0000000001,0.208954,775,3563,4338
2011-08-16,Fall,2011,Aug,0,Tuesday,Clear,0.700833,0.645837,578333.0,0.236329,721,4004,4725
2011-08-17,Fall,2011,Aug,0,Wednesday,Clear,0.723333,0.666671,575417.0,0.143667,668,4026,4694
2011-08-18,Fall,2011,Aug,0,Thursday,Clear,0.711667,0.662258,654583.0000000001,0.233208,639,3166,3805
2011-08-19,Fall,2011,Aug,0,Friday,Misty,0.685,0.633221,722917.0000000001,0.139308,797,3356,4153
2011-08-20,Fall,2011,Aug,0,Saturday,Clear,0.6975,0.648996,674166.9999999999,0.104467,1914,3277,5191
2011-08-21,Fall,2011,Aug,0,Sunday,Clear,0.710833,0.675525,770000.0,0.248754,1249,2624,3873
2011-08-22,Fall,2011,Aug,0,Monday,Clear,0.691667,0.638254,470000.0,0.27675,833,3925,4758
2011-08-23,Fall,2011,Aug,0,Tuesday,Clear,0.640833,0.606067,455417.0,0.146763,1281,4614,5895
2011-08-24,Fall,2011,Aug,0,Wednesday,Clear,0.673333,0.630692,605000.0,0.253108,949,4181,5130
2011-08-25,Fall,2011,Aug,0,Thursday,Misty,0.684167,0.645854,771667.0000000001,0.210833,435,3107,3542
2011-08-26,Fall,2011,Aug,0,Friday,Clear,0.7,0.659733,761250.0,0.0839625,768,3893,4661
2011-08-27,Fall,2011,Aug,0,Saturday,Misty,0.68,0.635556,850000.0,0.375617,226,889,1115
2011-08-28,Fall,2011,Aug,0,Sunday,Clear,0.707059,0.647959,561765.0,0.304659,1415,2919,4334
